Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,Weekly Price,Monthly Price,Security Deposit,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
2013-03-03,1,1,1,40.73948878329693,-73.99801202785508,3,1,1,1,190.0,1330.0,5700.0,0.0,90.0,1,0.0,2,1125,13,2016-05-15,2017-04-25,1.1,98.0,0,1,1,0,0,0,1,0,1,0
2012-04-19,1,1,1,40.74953889186051,-73.997716120549,4,1,2,2,250.0,1750.0,4500.0,500.0,75.0,1,0.0,5,9,2,2016-09-04,2016-12-31,0.25,60.0,0,1,1,0,0,0,1,0,0,1
2013-08-18,1,1,1,40.71567049560762,-74.00060693597636,2,1,1,1,200.0,1400.0,6000.0,0.0,0.0,1,0.0,1,1125,33,2016-02-16,2016-10-28,2.23,85.0,0,1,1,0,0,0,1,1,0,0
2013-06-30,1,1,1,40.73985599832381,-74.0003505922825,2,1,0,1,150.0,1050.0,4500.0,450.0,0.0,1,0.0,2,25,1,2014-09-01,2014-09-01,0.03,80.0,0,1,1,0,0,0,1,0,0,1
2015-11-29,1,1,1,40.74449169836949,-74.00164712845132,2,1,1,1,250.0,1750.0,7500.0,500.0,0.0,1,0.0,7,1125,12,2016-11-01,2017-05-02,1.94,97.0,0,1,1,0,0,0,1,0,1,0
2016-05-21,1,1,1,40.7411917023873,-74.00187332315602,1,1,1,1,270.0,1890.0,8100.0,0.0,0.0,1,0.0,1,1125,5,2016-09-22,2017-04-17,0.67,100.0,0,1,0,1,0,0,1,0,0,1
2012-06-13,1,1,1,40.74402854091402,-73.99581121296086,2,1,0,1,225.0,1575.0,6000.0,0.0,100.0,1,25.0,2,1125,87,2013-04-25,2017-04-17,1.78,93.0,0,1,1,0,0,0,1,0,0,1
2011-05-09,1,1,1,40.74463183983979,-73.9956364832278,2,1,1,1,200.0,1400.0,3600.0,200.0,120.0,2,15.0,5,180,29,2011-12-01,2017-04-30,0.44,93.0,0,1,1,0,0,0,1,0,0,1
2016-05-03,1,1,1,40.74077586092403,-73.99922901765068,2,1,0,1,100.0,700.0,3000.0,200.0,75.0,1,0.0,1,1125,58,2016-05-14,2017-04-28,4.9,92.0,0,1,1,0,0,0,1,0,0,1
2015-11-21,1,1,1,40.744897155781054,-73.99617518260885,2,1,0,1,150.0,1050.0,4500.0,0.0,60.0,2,25.0,2,1125,1,2016-10-23,2016-10-23,0.16,100.0,0,1,1,0,0,0,1,1,0,0
2012-08-01,1,1,1,40.74800147729473,-74.00208453384259,1,1,1,1,100.0,500.0,1575.0,150.0,35.0,1,20.0,3,1125,3,2015-07-04,2015-08-22,0.13,90.0,0,1,0,1,0,1,0,0,0,1
2012-06-25,1,1,1,40.74984279504641,-73.99482028560223,4,1,2,2,425.0,2975.0,12750.0,500.0,85.0,4,10.0,3,7,52,2013-10-08,2017-04-23,1.2,93.0,0,1,1,0,0,0,1,0,0,1
2016-11-17,1,1,1,40.73914461663073,-73.99892683866311,4,1,1,1,130.0,910.0,3900.0,0.0,50.0,2,50.0,1,1125,25,2016-12-05,2017-04-14,5.0,90.0,0,1,1,0,0,0,1,0,0,1
2012-09-18,2,2,2,40.74287858329734,-74.00202952367061,2,1,1,1,125.0,875.0,3750.0,0.0,50.0,2,0.0,2,1125,17,2016-11-27,2017-04-29,3.21,94.0,0,1,0,1,0,0,1,0,0,1
2016-03-24,1,1,1,40.74301830857751,-73.99292888614733,6,1,3,3,350.0,2450.0,10500.0,0.0,100.0,1,0.0,1,1125,4,2017-03-07,2017-03-20,2.03,75.0,0,1,1,0,0,0,1,0,0,1
2015-05-15,1,1,1,40.74467572884575,-73.9978806245996,2,1,0,1,135.0,945.0,4050.0,0.0,60.0,1,0.0,7,14,7,2016-06-10,2017-04-18,0.64,100.0,0,1,1,0,0,0,1,0,0,1
2013-10-07,2,2,1,40.748390272466125,-73.99481919359556,2,1,1,1,125.0,875.0,3750.0,0.0,75.0,1,0.0,2,1125,46,2015-05-06,2017-02-14,1.89,97.0,0,1,0,1,0,0,1,1,0,0
2015-06-05,1,1,1,40.75012650792314,-74.00330375093003,3,1,1,1,200.0,800.0,2800.0,300.0,75.0,2,100.0,2,1125,38,2015-09-09,2017-04-30,1.89,96.0,0,1,1,0,0,0,1,0,0,1
2014-01-13,1,1,1,40.74047023584999,-73.99507747669331,2,1,2,2,169.0,1183.0,5070.0,200.0,100.0,2,50.0,2,1125,2,2016-10-17,2016-12-16,0.3,100.0,0,1,1,0,0,0,1,0,0,1
2012-06-14,1,1,1,40.74044868381749,-73.99823854156621,2,1,1,2,249.0,1743.0,7470.0,0.0,50.0,2,25.0,3,1125,9,2016-05-13,2016-10-31,0.75,91.0,0,1,1,0,0,0,1,0,1,0
2010-11-19,1,1,1,40.74449715463669,-73.99362994449946,4,1,2,1,193.0,1351.0,4053.0,300.0,85.0,1,0.0,7,365,3,2016-01-02,2016-12-05,0.18,87.0,0,1,1,0,0,0,1,1,0,0
2016-08-16,1,1,1,40.74775263785767,-73.99166898509529,7,2,2,4,999.0,6993.0,29970.0,0.0,175.0,4,50.0,2,1125,1,2016-10-12,2016-10-12,0.15,100.0,0,1,1,0,0,0,1,0,0,1
2014-07-19,1,1,1,40.74185758920413,-73.9938428680268,2,1,1,1,275.0,1925.0,8250.0,0.0,75.0,1,0.0,2,60,13,2016-09-16,2017-04-30,1.69,100.0,0,1,1,0,0,0,1,0,0,1
2014-12-08,1,1,1,40.74120606340649,-74.00250637179761,4,1,2,3,205.0,1435.0,6150.0,400.0,95.0,2,25.0,1,1125,38,2016-01-08,2017-04-11,2.36,85.0,0,1,1,0,0,0,1,0,0,1
2013-08-22,1,1,1,40.742256120447294,-73.9834388706867,6,1,1,1,139.0,973.0,4170.0,200.0,75.0,2,25.0,2,1125,13,2016-11-13,2017-04-24,2.25,100.0,0,1,1,0,0,0,1,0,1,0
2016-09-11,1,1,1,40.74469170654998,-73.98130180752577,2,1,1,1,230.0,1610.0,6900.0,230.0,50.0,1,0.0,3,1125,1,2016-10-28,2016-10-28,0.16,100.0,0,1,0,1,0,0,1,1,0,0
2013-05-02,1,1,1,40.76542284839869,-73.9820724244169,6,2,2,3,350.0,2450.0,10500.0,375.0,100.0,1,0.0,5,90,15,2016-11-08,2017-04-20,2.53,100.0,0,1,1,0,0,0,1,0,0,1
2013-11-06,1,1,1,40.76182358475222,-73.97654866925963,1,1,1,1,114.0,798.0,3420.0,0.0,35.0,1,0.0,1,29,159,2014-01-03,2017-04-12,3.92,88.0,0,1,0,1,0,0,1,0,0,1
2013-01-31,1,1,1,40.75241663498941,-73.9726140515916,1,1,1,1,100.0,700.0,2100.0,0.0,0.0,1,0.0,1,35,4,2016-06-02,2016-10-09,0.36,93.0,0,1,0,1,0,0,1,1,0,0
2012-11-03,2,2,2,40.75903010005917,-73.96516453240642,2,1,1,1,65.0,455.0,1950.0,500.0,75.0,1,0.0,1,1125,10,2016-10-26,2017-04-18,1.56,94.0,0,1,0,0,1,0,1,0,0,1
2013-08-10,1,1,1,40.74801022349374,-73.98898832275987,6,1,1,3,230.0,1610.0,6900.0,0.0,0.0,4,38.0,1,999,146,2014-05-30,2017-04-16,4.09,81.0,0,1,1,0,0,0,1,0,0,1
2016-06-17,1,1,1,40.75492914000465,-73.9688788357242,4,1,0,2,125.0,875.0,3750.0,500.0,125.0,1,0.0,2,1125,28,2016-06-23,2017-04-14,2.67,84.0,0,1,1,0,0,1,0,0,0,1
2012-12-24,1,1,1,40.75246754575566,-73.97304873804839,2,1,0,1,153.0,1071.0,4590.0,100.0,20.0,1,0.0,1,1125,1,2016-07-31,2016-07-31,0.11,100.0,0,1,1,0,0,0,1,0,0,1
2015-03-30,855,855,12,40.76703545897104,-73.98152589860763,5,2,2,2,369.0,2583.0,11070.0,0.0,0.0,1,0.0,30,1125,1,2016-01-20,2016-01-20,0.06,100.0,0,1,1,0,0,0,1,0,0,1
2017-02-20,1,1,1,40.81232057523913,-73.96038548059867,3,1,1,2,68.0,476.0,2040.0,0.0,15.0,1,15.0,1,1125,6,2017-03-10,2017-04-13,3.27,100.0,0,1,0,1,0,0,1,1,0,0
2016-11-28,1,1,1,40.8137215432088,-73.9593222726591,2,1,1,2,80.0,560.0,2400.0,0.0,20.0,1,25.0,1,1125,3,2017-04-09,2017-04-25,3.0,73.0,0,1,0,1,0,0,1,0,1,0
2015-06-27,1,1,1,40.81142083758359,-73.95977720495375,2,1,1,1,75.0,446.0,2250.0,0.0,0.0,1,0.0,5,1125,1,2015-08-09,2015-08-09,0.05,100.0,0,1,0,1,0,0,1,1,0,0
2013-12-22,2,2,2,40.725271848033856,-73.99245913077718,1,1,1,1,250.0,1750.0,7500.0,120.0,100.0,1,0.0,2,1125,19,2016-03-25,2017-04-18,1.41,100.0,0,1,0,1,0,0,1,0,0,1
2010-09-28,1,1,1,40.72213839064823,-73.99464871897527,2,1,1,1,198.0,1386.0,5940.0,599.0,99.0,1,0.0,2,25,11,2016-03-23,2017-01-03,0.81,100.0,0,1,1,0,0,0,1,0,0,1
2014-11-12,3,3,3,40.72293210122239,-73.99444302700775,2,1,1,1,80.0,560.0,2400.0,500.0,10.0,1,10.0,2,1125,10,2016-09-30,2017-03-25,1.4,98.0,0,1,0,1,0,0,1,0,0,1
2012-11-28,3,3,3,40.72216927379517,-73.99480924645619,2,1,1,1,120.0,800.0,2100.0,200.0,60.0,1,0.0,7,60,3,2015-05-01,2015-09-01,0.12,100.0,0,1,0,1,0,0,1,0,0,1
2013-02-23,1,1,1,40.7218785212166,-73.99694319390242,2,1,1,1,199.0,1393.0,5970.0,150.0,25.0,1,0.0,1,1125,174,2013-12-12,2017-05-01,4.21,86.0,0,1,1,0,0,0,1,0,1,0
2014-04-15,1,1,1,40.75464373599464,-73.9860482355044,2,1,1,1,210.0,1470.0,6300.0,0.0,75.0,1,0.0,3,1125,11,2014-05-29,2016-10-31,0.31,93.0,0,1,1,0,0,0,1,0,1,0
2012-08-13,1,1,1,40.76082956350795,-73.98543699846793,2,1,1,1,144.0,859.0,3299.0,100.0,99.0,1,0.0,4,14,37,2015-08-16,2017-04-15,1.77,98.0,0,1,0,1,0,0,1,0,0,1
2012-10-02,2,2,2,40.75606852002919,-73.98593351366702,6,2,2,4,685.0,4795.0,20550.0,0.0,300.0,1,0.0,1,365,100,2014-11-06,2017-05-01,3.3,99.0,0,1,1,0,0,0,1,0,0,1
2013-06-25,2,2,2,40.76199302015041,-73.98626586951238,2,1,1,1,169.0,1183.0,5070.0,399.0,69.0,1,0.0,2,1125,24,2013-09-16,2017-04-01,0.54,100.0,0,1,0,1,0,0,1,0,0,1
2015-01-12,8,8,3,40.75999813169653,-73.98415907865534,3,1,1,2,125.0,875.0,3750.0,500.0,150.0,3,10.0,30,1125,1,2015-12-20,2015-12-20,0.06,100.0,0,1,1,0,0,0,1,0,0,1
2016-12-11,1,1,1,40.75527467955727,-73.98506719441843,2,1,1,1,145.0,1015.0,4350.0,0.0,20.0,1,0.0,2,30,4,2016-12-13,2017-04-16,0.84,100.0,0,1,1,0,0,0,1,0,1,0
2016-03-24,1,1,1,40.76231956544913,-73.98433559855211,2,1,1,1,120.0,840.0,3600.0,199.0,50.0,1,0.0,2,1125,60,2016-04-07,2017-05-01,4.58,79.0,0,1,0,1,0,0,1,0,0,1
2013-07-08,4,4,3,40.76084317656114,-73.98367215948774,4,1,1,2,109.0,763.0,3270.0,350.0,150.0,1,0.0,30,90,14,2014-04-09,2017-02-01,0.37,90.0,0,1,1,0,0,0,1,0,0,1
2015-08-03,1,1,1,40.761488914690965,-73.98665550410325,3,1,1,1,280.0,1960.0,8400.0,0.0,80.0,1,0.0,2,1125,20,2015-10-30,2017-03-12,1.08,98.0,0,1,1,0,0,0,1,0,0,1
2015-10-03,2,2,2,40.75989776954548,-73.98541970589503,1,1,1,1,200.0,1400.0,6000.0,0.0,0.0,1,0.0,1,1125,1,2015-10-13,2015-10-13,0.05,100.0,0,1,0,1,0,0,1,1,0,0
2015-12-20,1,1,1,40.75634083256273,-73.98699744455136,3,1,1,3,300.0,2100.0,9000.0,100.0,50.0,1,20.0,2,1125,60,2016-04-09,2017-04-27,4.6,95.0,0,1,1,0,0,0,1,0,0,1
2011-03-02,1,1,1,40.71667825366289,-74.00997402575616,6,2,2,5,450.0,3150.0,13500.0,0.0,150.0,5,75.0,3,20,1,2015-08-14,2017-04-14,0.05,100.0,0,1,1,0,0,0,1,0,0,1
2013-04-26,1,1,1,40.7151294499764,-73.9893457248549,2,2,1,1,98.0,686.0,2940.0,300.0,90.0,2,50.0,3,1125,8,2015-12-31,2017-04-08,0.49,95.0,0,1,0,1,0,0,1,0,0,1
2014-09-17,1,1,1,40.720051249656734,-73.98648887736447,3,1,1,1,225.0,1575.0,3400.0,0.0,100.0,1,0.0,31,180,23,2014-11-01,2017-01-07,0.75,89.0,0,1,1,0,0,0,1,0,0,1
2016-01-18,1,1,1,40.71248444822984,-73.98662168375111,2,1,1,1,150.0,1050.0,4500.0,500.0,100.0,2,50.0,1,1125,2,2016-12-31,2017-01-01,0.48,90.0,0,1,1,0,0,0,1,0,1,0
2009-05-21,1,1,1,40.71812913555184,-73.9871485207802,2,1,1,1,70.0,490.0,2100.0,0.0,0.0,1,20.0,1,1125,3,2015-12-14,2017-01-22,0.18,100.0,0,1,0,1,0,0,1,1,0,0
2012-01-25,1,1,1,40.7209071241232,-73.98474589567267,5,1,1,1,300.0,2100.0,9000.0,500.0,50.0,2,25.0,30,1125,31,2015-05-02,2017-04-19,1.27,97.0,0,1,1,0,0,0,1,0,0,1
2015-08-18,1,1,1,40.71291650488395,-73.9849574770452,4,1,1,2,149.0,1043.0,4470.0,0.0,20.0,1,0.0,5,1125,11,2016-04-10,2017-02-04,0.85,86.0,0,1,1,0,0,1,0,0,0,1
2017-02-14,1,1,1,40.720187534334826,-73.98797025769323,2,1,1,1,89.0,623.0,2670.0,250.0,85.0,2,30.0,1,1125,5,2017-02-20,2017-03-31,2.03,90.0,0,1,1,0,0,0,1,0,0,1
2012-04-10,1,1,1,40.71908652801928,-73.98196502700313,2,1,1,1,75.0,525.0,2250.0,0.0,0.0,1,0.0,1,1125,2,2016-09-30,2016-10-23,0.28,80.0,0,1,0,1,0,0,1,1,0,0
2013-05-27,1,1,1,40.71780125548573,-73.9850367361827,2,1,1,1,110.0,770.0,3300.0,200.0,60.0,1,0.0,2,1125,4,2016-07-27,2016-12-11,0.43,100.0,0,1,0,0,1,0,1,1,0,0
2011-01-17,2,2,2,40.71768639337075,-73.99084796806609,4,1,1,1,259.0,1813.0,7770.0,0.0,75.0,2,50.0,3,1125,19,2015-09-20,2016-12-29,0.96,91.0,0,1,1,0,0,0,1,0,1,0
2014-05-05,1,1,1,40.72087812289976,-73.98533322258014,6,1,4,6,200.0,1400.0,6000.0,0.0,75.0,4,0.0,2,1125,1,2016-03-30,2016-03-30,0.07,60.0,0,1,1,0,0,0,1,1,0,0
2011-11-27,3,3,3,40.7145228195764,-73.98887960847469,2,1,1,1,100.0,700.0,3000.0,0.0,50.0,1,20.0,1,1125,8,2016-09-24,2016-12-12,1.08,95.0,0,1,0,1,0,0,1,0,0,1
2017-03-15,1,1,1,40.7213953222553,-73.99348931493033,1,1,1,1,120.0,840.0,3600.0,0.0,0.0,1,0.0,2,60,1,2017-04-13,2017-04-13,1.0,100.0,0,1,0,1,0,0,1,0,1,0
2012-09-16,2,2,2,40.72010222404669,-73.98409821642605,3,1,1,2,175.0,839.0,2961.0,600.0,100.0,1,25.0,2,8,15,2015-07-29,2017-04-15,0.7,96.0,0,1,1,0,0,0,1,0,1,0
2013-06-19,1,1,1,40.71918907250045,-73.98718648996413,2,1,1,1,80.0,800.0,3500.0,0.0,0.0,1,20.0,2,30,42,2014-04-14,2017-04-17,1.13,92.0,0,1,0,1,0,0,1,0,0,1
2011-08-04,1,1,1,40.72259312021076,-73.99310975242886,2,1,2,1,200.0,1400.0,6000.0,0.0,55.0,1,0.0,3,1125,11,2015-07-26,2016-12-30,0.51,91.0,0,1,1,0,0,0,1,0,0,1
2016-10-06,1,1,1,40.72167414670989,-73.98755686295483,10,2,3,5,586.0,4102.0,17580.0,500.0,150.0,4,40.0,2,180,10,2016-11-13,2017-04-16,1.73,98.0,0,1,1,0,0,0,1,0,0,1
2015-04-26,1,1,1,40.72194408510085,-73.98941067446192,2,1,1,1,68.0,476.0,2040.0,0.0,40.0,1,20.0,1,7,4,2017-03-22,2017-03-29,2.73,100.0,0,1,0,0,1,0,1,0,1,0
2015-06-25,1,1,1,40.74379428102545,-73.98795371106236,2,1,0,1,177.0,1239.0,5310.0,150.0,30.0,1,30.0,3,13,8,2015-06-30,2017-04-14,0.36,95.0,0,1,1,0,0,0,1,0,0,1
2011-06-04,1,1,1,40.81170705345287,-73.96352370843832,4,1,1,2,170.0,1190.0,5100.0,250.0,95.0,1,0.0,7,14,7,2016-07-24,2017-04-17,0.74,100.0,0,1,1,0,0,0,1,0,1,0
2012-04-15,1,1,1,40.781495251319285,-73.97873576119252,5,2,3,3,850.0,5950.0,25500.0,0.0,200.0,4,100.0,3,1125,1,2016-09-05,2016-09-05,0.12,100.0,0,1,1,0,0,0,1,0,0,1
2016-08-08,1,1,1,40.77581618115651,-73.97913370240691,2,1,1,1,110.0,770.0,3300.0,0.0,20.0,1,0.0,2,1125,24,2016-08-18,2017-04-30,2.78,94.0,0,1,0,1,0,0,1,0,0,1
2012-02-11,1,1,1,40.78485809260474,-73.97696118890745,2,1,1,1,135.0,945.0,4050.0,99.0,0.0,2,100.0,30,150,30,2012-05-05,2016-06-14,0.49,90.0,0,1,1,0,0,0,1,0,1,0
2014-12-21,1,1,1,40.79452920310994,-73.97491465579392,2,1,1,1,99.0,500.0,1700.0,800.0,50.0,1,30.0,1,365,33,2015-04-24,2017-04-23,1.34,87.0,0,1,0,1,0,1,0,0,0,1
2014-03-14,1,1,1,40.78198217714738,-73.97803125270715,4,1,1,2,275.0,1925.0,8250.0,150.0,75.0,1,0.0,1,1125,4,2016-01-01,2016-06-26,0.25,95.0,0,1,1,0,0,0,1,0,0,1
2016-11-28,5,5,5,40.79506812157359,-73.96481139189875,4,1,1,2,24.0,168.0,720.0,200.0,40.0,3,20.0,1,1125,14,2016-12-08,2017-03-21,2.84,87.0,0,1,0,1,0,0,1,0,0,1
2013-12-10,1,1,1,40.779281701622565,-73.97965647385251,3,1,1,2,120.0,840.0,3600.0,500.0,65.0,2,30.0,7,1125,3,2014-01-02,2016-01-05,0.07,87.0,0,1,1,0,0,0,1,0,0,1
2015-01-20,1,1,1,40.783880142969,-73.97617438272394,2,1,1,1,150.0,1050.0,4500.0,400.0,50.0,1,30.0,1,10,8,2016-09-21,2016-12-06,1.06,85.0,0,1,0,1,0,0,1,0,0,1
2012-07-31,2,2,1,40.78836777712054,-73.97555042154279,3,1,1,1,180.0,1260.0,4000.0,150.0,65.0,2,10.0,1,1125,125,2012-08-27,2017-04-14,2.19,91.0,0,1,1,0,0,0,1,0,0,1
2015-06-23,2,2,2,40.80016060265772,-73.96447554801321,2,1,1,1,139.0,973.0,4170.0,250.0,20.0,1,0.0,2,30,19,2015-07-27,2017-01-02,0.88,96.0,0,1,0,1,0,0,1,0,0,1
2013-09-30,1,1,1,40.80219121288425,-73.96618411394807,2,2,1,1,65.0,455.0,1950.0,0.0,0.0,1,0.0,3,1125,9,2015-12-27,2016-12-31,0.55,98.0,0,1,0,1,0,0,1,1,0,0
2015-09-20,2,2,2,40.78277825662686,-73.97767259507819,2,1,1,1,100.0,700.0,3000.0,0.0,0.0,1,0.0,1,1125,8,2016-05-19,2017-04-30,0.68,93.0,0,1,0,1,0,0,1,0,1,0
2016-04-22,1,1,1,40.78491469286756,-73.9744745282659,2,1,0,1,120.0,840.0,3600.0,0.0,20.0,1,0.0,2,7,4,2016-05-31,2016-08-22,0.35,85.0,0,1,1,0,0,0,1,0,0,1
2014-01-17,1,1,1,40.785854852726494,-73.97144768967614,3,1,1,1,148.0,887.0,4440.0,0.0,50.0,1,0.0,3,1125,4,2015-08-24,2017-05-01,0.19,100.0,0,1,1,0,0,0,1,0,0,1
2013-07-27,1,1,1,40.780571642988136,-73.95733556254291,2,1,1,1,120.0,840.0,3600.0,0.0,50.0,1,0.0,2,8,11,2016-10-25,2017-04-12,1.73,95.0,0,1,1,0,0,0,1,0,1,0
2013-08-09,1,1,1,40.77665637743474,-73.95625188935128,2,1,1,1,175.0,1225.0,5250.0,0.0,75.0,2,0.0,2,300,4,2016-10-01,2017-04-18,0.56,100.0,0,1,1,0,0,0,1,0,1,0
2016-11-22,1,1,1,40.77129473154548,-73.95010151892559,2,1,1,1,100.0,700.0,3000.0,0.0,0.0,1,0.0,1,1125,5,2016-11-25,2017-03-05,0.93,100.0,0,1,1,0,0,0,1,1,0,0
2013-10-14,4,4,2,40.77658622624713,-73.95068253959066,2,1,1,1,255.0,1785.0,4400.0,800.0,75.0,2,150.0,21,1125,16,2014-04-25,2017-04-26,0.43,96.0,0,1,1,0,0,0,1,0,0,1
2016-09-22,1,1,1,40.77149545710272,-73.95222159991395,6,1,2,5,232.0,1624.0,6960.0,0.0,150.0,3,35.0,5,1125,3,2017-03-18,2017-04-16,1.88,87.0,0,1,1,0,0,0,1,0,0,1
2013-08-02,1,1,1,40.78287631054236,-73.94640860453305,2,1,1,1,150.0,1050.0,4500.0,100.0,40.0,2,50.0,1,1125,4,2017-01-01,2017-04-15,0.97,80.0,0,1,0,1,0,0,1,1,0,0
2016-01-06,1,1,1,40.76445770157933,-73.96186563652186,2,1,0,1,145.0,1015.0,4350.0,100.0,70.0,2,10.0,1,1125,4,2016-05-29,2017-03-20,0.35,100.0,0,1,1,0,0,0,1,0,1,0
2015-02-08,1,1,1,40.769040400599536,-73.95722997067708,2,1,1,1,130.0,910.0,3900.0,250.0,85.0,1,0.0,3,8,26,2016-02-21,2017-04-16,1.78,95.0,0,1,1,0,0,0,1,0,0,1
2012-02-08,1,1,1,40.773273081858704,-73.94982403858876,1,1,1,1,100.0,700.0,1900.0,500.0,120.0,2,40.0,21,150,8,2016-05-07,2017-03-11,0.66,95.0,0,1,0,1,0,0,1,0,0,1
2015-11-13,1,1,1,40.77193603351195,-73.9604169153055,4,1,0,1,147.0,1029.0,4410.0,200.0,75.0,2,20.0,1,1125,74,2015-11-22,2017-04-14,4.2,95.0,0,1,1,0,0,0,1,1,0,0
2014-08-26,9,9,6,40.763244669423614,-73.96250603146227,1,1,1,1,73.0,511.0,2250.0,750.0,175.0,1,0.0,30,365,6,2015-06-01,2017-02-09,0.26,96.0,0,1,0,1,0,0,1,0,0,1
2015-04-08,1,1,1,40.77096576025874,-73.95842734551067,2,1,0,1,115.0,805.0,3450.0,100.0,50.0,1,0.0,5,1125,4,2016-07-25,2016-08-16,0.42,90.0,0,1,1,0,0,0,1,0,1,0
2014-08-28,2,2,1,40.7704896618431,-73.95882908802938,4,1,1,2,195.0,1365.0,5850.0,0.0,0.0,1,0.0,1,1125,11,2016-11-06,2017-04-24,1.84,98.0,0,1,1,0,0,0,1,1,0,0
2012-07-09,2,2,2,40.761893087376,-73.9629763125631,2,1,1,1,69.0,490.0,1720.0,95.0,0.0,1,30.0,60,60,9,2015-01-14,2016-04-04,0.32,98.0,0,1,0,1,0,0,1,0,0,1
2012-05-08,1,1,1,40.775197799073005,-73.95272381443219,4,1,1,2,100.0,700.0,3000.0,0.0,50.0,2,50.0,5,1125,11,2015-08-23,2016-11-27,0.53,97.0,0,1,1,0,0,0,1,0,0,1
2012-08-31,2,2,2,40.78233725168678,-73.94907073339418,3,1,1,3,125.0,875.0,3750.0,0.0,20.0,1,15.0,4,1125,80,2015-05-05,2017-04-27,3.29,91.0,0,1,0,1,0,0,1,0,0,1
2014-01-30,1,1,1,40.77469100230231,-73.9632682681719,3,1,0,3,225.0,1575.0,6750.0,0.0,45.0,2,25.0,1,1125,2,2016-09-23,2017-01-01,0.27,80.0,0,1,1,0,0,0,1,0,1,0
2014-05-30,3,3,1,40.77152557913219,-73.95768776712879,2,1,0,1,107.0,749.0,3210.0,0.0,100.0,1,0.0,30,1125,12,2017-01-06,2017-04-23,3.05,93.0,0,1,1,0,0,0,1,0,0,1
2015-02-01,1,1,1,40.79256054027199,-73.97595679040322,2,1,0,1,110.0,770.0,3300.0,0.0,0.0,1,0.0,2,1125,5,2015-08-24,2016-06-03,0.24,80.0,0,1,1,0,0,0,1,1,0,0
2014-12-01,1,1,1,40.79973376879649,-73.97109978229595,4,1,1,1,160.0,1120.0,4150.0,250.0,100.0,2,20.0,2,1125,6,2015-01-06,2015-08-09,0.21,93.0,0,1,1,0,0,0,1,0,1,0
2014-07-06,1,1,1,40.80268489995199,-73.96899666033833,2,1,1,2,170.0,1190.0,4000.0,0.0,70.0,1,0.0,4,6,5,2015-08-29,2016-09-12,0.24,96.0,0,1,1,0,0,0,1,0,1,0
2014-07-23,1,1,1,40.791594397233126,-73.97808612485846,1,1,0,1,130.0,910.0,3900.0,0.0,35.0,1,0.0,2,2147483647,3,2015-05-23,2015-05-29,0.13,73.0,0,1,1,0,0,0,1,1,0,0
2016-12-05,1,1,1,40.77664720304157,-73.9794039017324,4,1,2,3,290.0,2030.0,8700.0,200.0,115.0,1,0.0,4,30,1,2017-01-04,2017-01-04,0.25,100.0,0,1,1,0,0,0,1,0,1,0
2012-07-25,1,1,1,40.79920834493039,-73.96703731257266,2,1,1,2,145.0,1015.0,3800.0,0.0,0.0,1,0.0,7,24,6,2014-08-26,2016-10-06,0.18,97.0,0,1,1,0,0,0,1,0,0,1
2014-12-02,2,2,1,40.78634897967042,-73.97616386649895,3,1,0,1,93.0,651.0,2795.0,0.0,75.0,2,20.0,30,1125,13,2015-01-04,2016-10-16,0.46,68.0,0,1,1,0,0,0,1,0,0,1
2016-03-01,2,2,1,40.79649571881377,-73.96297039882806,1,1,1,1,55.0,385.0,1650.0,0.0,0.0,1,0.0,1,1125,8,2016-10-07,2016-12-27,1.15,88.0,0,1,0,0,1,0,1,1,0,0
2012-09-30,1,1,1,40.80117575218109,-73.96782806297348,6,1,3,5,350.0,2450.0,10500.0,0.0,150.0,1,0.0,6,21,13,2013-01-03,2015-06-15,0.25,89.0,0,1,1,0,0,0,1,0,1,0
2014-05-10,3,3,3,40.801880010539264,-73.96702219749501,2,1,1,1,70.0,490.0,2100.0,0.0,40.0,1,15.0,2,1125,20,2016-03-31,2017-04-15,1.5,96.0,0,1,0,1,0,0,1,0,1,0
2012-12-25,4,4,1,40.79448771723643,-73.97039377722324,2,1,1,1,125.0,875.0,3750.0,150.0,45.0,1,20.0,1,849,1,2017-04-18,2017-04-18,1.0,100.0,0,1,0,1,0,0,1,1,0,0
2012-10-15,1,1,1,40.78626712186475,-73.97112284176325,3,1,1,1,200.0,1400.0,6000.0,200.0,75.0,1,0.0,1,5,1,2017-04-15,2017-04-15,1.0,100.0,0,1,1,0,0,0,1,1,0,0
2011-01-10,1,1,1,40.78971324998553,-73.97289591934813,2,1,1,2,195.0,1365.0,5850.0,500.0,70.0,2,20.0,7,60,25,2011-09-27,2016-08-21,0.37,99.0,0,1,1,0,0,0,1,1,0,0
2016-05-26,1,1,1,40.80105018509124,-73.96590804543781,2,1,1,1,47.0,329.0,1410.0,0.0,0.0,1,0.0,40,1125,3,2017-03-09,2017-04-18,1.61,67.0,0,1,0,1,0,0,1,0,0,1
