Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,PersonPrice,Weekly Price,Monthly Price,PerSecurity,Security Deposit,PerCleaning,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
5/19/15,1,1,1,40.78398042,-73.95046453,4,1,1,2,300,75,2100,9000,75,300,25,100,1,0,7,1125,15,6/13/16,4/16/17,1.38,0,0,1,1,0,0,0,1,0,1,0
6/20/16,1,1,1,40.76872822,-73.95463845,2,1,0,1,113,56.5,791,3390,50,100,15,30,1,0,7,10,1,8/29/16,8/29/16,0.12,0,0,1,1,0,0,0,1,1,0,0
2/17/15,2,2,2,40.77896415,-73.95812157,2,1,1,1,150,75,1050,4500,250,500,62.5,125,1,25,3,7,2,10/8/16,10/23/16,0.29,0,0,1,1,0,0,0,1,0,0,1
11/6/13,1,1,1,40.76981088,-73.95812214,3,1,1,1,99,33,693,2970,33.33333333,100,26.66666667,80,2,80,1,1125,143,11/18/13,4/9/17,3.39,0,0,1,1,0,0,0,1,0,0,1
4/1/17,1,1,1,40.76797034,-73.95300062,2,1,1,1,85,42.5,595,2550,250,500,7.5,15,1,0,30,1125,1,4/11/17,4/11/17,1,1,0,1,1,0,0,0,1,0,0,1
2/26/15,1,1,1,40.76176764,-73.95722449,2,1,0,2,150,75,1050,4500,75,150,42.5,85,2,30,5,1125,20,4/10/15,4/28/17,0.79,0,0,1,1,0,0,0,1,0,0,1
12/9/14,2,2,2,40.76887658,-73.95194514,2,1,1,1,125,62.5,875,3750,75,150,35,70,1,25,1,1125,1,9/24/16,9/24/16,0.14,1,0,1,0,1,0,0,1,0,0,1
12/9/14,2,2,2,40.76926138,-73.95237693,5,1,2,2,200,40,1400,6000,40,200,15,75,3,50,1,1125,2,8/9/16,9/20/16,0.22,1,0,1,1,0,0,0,1,0,0,1
7/4/16,1,1,1,40.7783286,-73.94825248,6,1,1,2,99,16.5,693,2970,16.66666667,100,2.5,15,1,30,2,30,5,4/10/17,4/27/17,5,0,0,1,0,1,0,0,1,0,0,1
6/29/13,1,1,1,40.78174544,-73.95324494,2,1,1,1,150,75,1050,4500,100,200,37.5,75,2,25,3,1125,123,7/27/13,4/23/17,2.68,0,0,1,1,0,0,0,1,0,0,1
3/13/15,3,3,2,40.77789445,-73.95730888,2,1,1,1,175,87.5,1225,5250,87.5,175,32.5,65,2,50,2,1125,61,4/15/15,1/1/17,2.44,0,1,0,0,1,0,0,1,0,1,0
7/16/14,1,1,1,40.77085324,-73.9505534,2,1,1,1,75,37.5,525,2250,0,0,10,20,1,0,1,1125,14,1/5/16,10/25/16,0.87,1,0,1,0,1,0,0,1,0,0,1
12/22/16,1,1,1,40.77173603,-73.95703347,2,1,2,1,100,50,700,3000,0,0,0,0,1,0,2,10,1,1/2/17,1/2/17,0.25,1,0,1,0,1,0,0,1,1,0,0
7/21/11,1,1,1,40.77936337,-73.95735861,4,1,1,1,179,44.75,1253,3500,0,0,12.5,50,1,20,1,1125,74,9/24/14,4/30/17,2.33,0,0,1,1,0,0,0,1,0,0,1
1/8/12,2,2,2,40.77320425,-73.95432573,2,1,1,1,129,64.5,903,3870,250,500,50,100,1,20,7,1125,1,1/3/16,1/3/16,0.06,1,0,1,1,0,0,0,1,0,0,1
1/20/14,1,1,1,40.77701827,-73.94258542,2,1,1,1,70,35,800,2800,50,100,0,0,2,25,2,1125,26,8/24/14,4/13/17,0.79,0,0,1,0,1,0,0,1,0,1,0
6/17/13,18,18,1,40.76410789,-73.95745892,4,1,0,2,99,24.75,693,2970,25,100,22.5,90,1,0,3,1125,123,5/12/14,4/21/17,3.39,0,0,1,1,0,0,0,1,0,0,1
7/3/14,1,1,1,40.77802363,-73.94504923,2,1,1,1,170,85,1190,5100,400,800,40,80,1,0,4,30,1,1/4/17,1/4/17,0.25,1,0,1,1,0,0,0,1,0,0,1
5/25/12,1,1,1,40.77593792,-73.95137955,2,1,0,1,120,60,840,3600,0,0,0,0,1,10,1,1125,5,4/28/15,11/28/16,0.2,0,0,1,1,0,0,1,0,0,1,0
5/30/16,1,1,1,40.77101698,-73.95101612,3,1,0,1,175,58.33333333,1225,5250,0,0,0,0,1,0,5,1125,19,6/14/16,4/10/17,1.75,0,0,1,1,0,0,0,1,0,0,1
7/26/16,1,1,1,40.78560897,-73.95161941,4,1,1,2,200,50,1400,6000,62.5,250,0,0,1,0,2,1125,24,9/11/16,4/23/17,3.05,1,0,1,1,0,0,0,1,1,0,0
5/29/12,1,1,1,40.77799386,-73.95223222,1,1,1,1,80,80,700,3000,0,0,0,0,1,0,1,60,1,6/22/12,6/22/12,0.02,1,0,1,0,1,0,0,1,0,1,0
7/24/15,1,1,1,40.77657686,-73.9485129,1,1,0,1,99,99,693,2970,0,0,0,0,1,0,5,14,2,9/13/15,12/31/15,0.1,0,0,1,1,0,0,0,1,1,0,0
11/20/16,1,1,1,40.78022383,-73.9527838,4,1,1,1,200,50,1400,6000,175,700,0,0,2,70,1,1125,6,11/27/16,2/19/17,1.13,1,0,1,0,1,0,0,1,0,0,1
3/2/14,1,1,1,40.77314693,-73.95361317,2,1,1,1,100,50,990,2500,100,200,35,70,1,50,7,300000,3,9/30/16,4/22/17,0.41,0,0,1,0,1,0,0,1,0,0,1
3/18/12,1,1,1,40.76995899,-73.95874945,2,1,0,1,245,122.5,1715,4500,250,500,25,50,1,25,1,120,3,1/29/15,5/24/15,0.11,1,0,1,1,0,0,0,1,0,0,1
4/7/17,1,1,1,40.7738638,-73.94886839,1,1,1,1,79,79,553,2370,0,0,0,0,1,0,3,8,1,4/27/17,4/27/17,1,0,0,1,0,1,0,0,1,1,0,0
9/8/11,1,1,1,40.76941629,-73.95641404,2,1,1,1,105,52.5,735,2900,100,200,35,70,1,30,7,1125,92,12/31/12,4/9/17,1.74,1,0,1,0,1,0,0,1,0,0,1
12/1/12,1,1,1,40.76883122,-73.95353267,2,1,1,1,150,75,1050,4500,100,200,0,0,1,0,15,60,20,7/1/13,4/10/17,0.43,0,0,1,1,0,0,0,1,0,0,1
3/25/13,1,1,1,40.78089075,-73.98395271,3,1,1,1,175,58.33333333,1225,5250,33.33333333,100,23.33333333,70,2,15,2,1125,7,5/19/15,10/30/16,0.29,1,0,1,1,0,0,0,1,0,0,1
3/20/16,2,2,2,40.80402244,-73.9666815,2,1,1,1,100,50,700,3000,50,100,17.5,35,1,0,1,31,11,2/3/17,4/30/17,3.67,1,0,1,0,1,0,0,1,0,0,1
11/10/14,1,1,1,40.78566775,-73.97664562,2,1,1,1,150,75,1050,4500,0,0,0,0,1,0,1,1125,7,6/25/15,9/26/15,0.31,0,0,1,0,1,0,0,1,1,0,0
8/15/12,1,1,1,40.77817321,-73.98371664,2,1,1,1,150,75,1050,4500,0,0,25,50,1,0,2,45,2,7/24/16,1/2/17,0.21,1,0,1,1,0,0,0,1,0,0,1
2/9/16,1,1,1,40.78451732,-73.9813387,2,1,0,1,185,92.5,1295,5550,0,0,20,40,1,0,3,1125,13,8/8/16,11/24/16,1.45,1,0,1,1,0,0,0,1,1,0,0
8/14/12,2,2,2,40.80180366,-73.96571369,2,1,1,1,135,67.5,800,4050,50,100,12.5,25,1,0,2,1125,13,6/5/15,8/23/15,0.56,0,0,1,0,1,0,0,1,0,0,1
2/25/14,1,1,1,40.79357967,-73.97452294,2,1,1,1,75,37.5,525,2250,0,0,0,0,1,0,2,3,2,3/5/17,4/17/17,0.98,1,0,1,0,1,0,0,1,1,0,0
3/7/13,1,1,1,40.78787346,-73.97115901,4,1,3,3,200,50,1400,6000,0,0,31.25,125,1,0,3,1125,4,7/8/16,12/30/16,0.4,0,0,1,1,0,0,0,1,1,0,0
9/1/11,1,1,1,40.8015063,-73.96594496,2,1,1,1,127,63.5,848,2370,450,900,30,60,1,0,60,300,29,8/1/12,4/24/17,0.5,0,0,1,1,0,0,0,1,0,0,1
5/28/14,83,83,1,40.79284944,-73.96700473,3,1,0,1,140,46.66666667,980,3500,0,0,50,150,1,0,30,1125,2,4/2/16,11/23/16,0.15,0,0,1,1,0,0,0,1,0,0,1
4/8/14,2,2,2,40.77866983,-73.98256494,2,1,1,1,200,100,1400,6000,0,0,20,40,1,0,1,1125,1,11/2/16,11/2/16,0.16,0,0,1,0,1,0,0,1,1,0,0
10/3/11,1,1,1,40.79397285,-73.97375582,2,1,0,1,175,87.5,1225,5250,0,0,60,120,1,0,3,1125,1,8/14/15,8/14/15,0.05,1,0,1,1,0,0,0,1,0,1,0
4/19/13,1,1,1,40.78926037,-73.96989103,2,1,0,1,145,72.5,1015,4350,100,200,32.5,65,1,0,2,1125,57,5/27/15,3/26/17,2.41,0,0,1,1,0,0,0,1,0,0,1
8/6/12,1,1,1,40.77626887,-73.9849234,2,1,0,1,230,115,1610,6900,100,200,25,50,1,0,5,7,2,7/13/16,9/24/16,0.2,1,0,1,1,0,0,0,1,1,0,0
11/8/11,2,2,2,40.74553429,-73.98942588,3,2,1,1,135,45,900,3750,0,0,16.66666667,50,1,25,3,30,142,5/1/12,4/23/17,2.33,0,0,1,0,1,0,0,1,0,1,0
3/2/16,2,2,2,40.76149294,-73.96732595,12,3,5,6,927,77.25,6489,27810,0,0,16.66666667,200,8,0,3,1125,17,4/20/16,4/16/17,1.35,0,0,1,1,0,0,0,1,0,0,1
8/25/12,1,1,1,40.75634331,-73.97039483,6,1,1,3,115,19.16666667,805,4500,33.33333333,200,12.5,75,2,0,3,31,111,9/24/13,4/18/17,2.53,0,0,1,1,0,0,0,1,0,0,1
10/7/13,2,2,2,40.76014194,-73.96726752,6,1,2,3,350,58.33333333,2450,10500,83.33333333,500,20,120,3,50,2,1125,114,6/6/14,4/28/17,3.22,1,0,1,1,0,0,0,1,0,0,1
11/23/15,1,1,1,40.80837611,-73.95995065,2,1,1,1,75,37.5,525,2250,0,0,0,0,1,0,2,1125,1,1/6/16,1/6/16,0.06,0,0,1,0,1,0,0,1,1,0,0
2/20/15,1,1,1,40.81333184,-73.96178679,1,2,1,1,70,70,490,2100,0,0,0,0,1,0,6,240,1,8/15/16,8/15/16,0.11,0,0,1,0,1,0,0,1,0,0,1
8/7/11,5,5,5,40.81443444,-73.96120845,2,2,1,1,82,41,574,2460,0,0,5,10,1,15,1,1125,19,12/4/16,3/28/17,3.77,0,0,1,0,1,0,0,1,0,0,1
12/3/14,1,1,1,40.81088172,-73.95774363,2,1,1,1,50,25,350,1100,100,200,0,0,1,0,14,26,1,1/8/15,1/8/15,0.04,0,0,1,0,1,0,0,1,0,0,1
3/13/10,1,1,1,40.72148764,-73.99384472,4,1,1,2,150,37.5,1050,4500,125,500,31.25,125,1,0,2,1125,8,10/1/16,4/16/17,1.12,0,0,1,1,0,0,0,1,0,0,1
2/21/12,1,1,1,40.72171062,-73.99574581,2,1,1,1,100,50,700,3000,50,100,20,40,1,0,2,1125,5,6/20/16,1/2/17,0.47,0,0,1,0,1,0,0,1,0,0,1
12/25/09,1,1,1,40.72251973,-73.99440905,2,1,1,1,170,85,1190,5100,200,400,37.5,75,2,0,5,21,47,12/2/10,2/28/17,0.6,0,0,1,1,0,0,0,1,0,0,1
12/21/15,33,33,33,40.72324625,-73.99310263,1,0,1,1,69,69,483,2070,0,0,0,0,1,0,1,1125,84,12/25/15,4/23/17,5.09,0,1,0,0,1,0,0,1,0,1,0
1/10/16,1,1,1,40.76859353,-73.94358876,4,1,1,1,65,16.25,455,1950,0,0,0,0,1,0,1,1125,3,2/1/16,2/15/16,0.2,0,0,1,1,0,0,0,1,1,0,0
4/14/14,1,1,1,40.72429305,-74.00072096,2,1,0,1,240,120,1680,7200,0,0,50,100,1,0,2,1125,2,5/7/16,5/17/16,0.16,1,0,1,1,0,0,0,1,1,0,0
3/21/13,1,1,1,40.72218069,-74.0040771,2,1,1,1,110,55,770,3300,0,0,0,0,1,0,2,9,8,7/2/16,12/11/16,0.78,1,0,1,0,1,0,0,1,1,0,0
7/10/16,1,1,1,40.72576236,-74.00335357,1,1,1,1,95,95,665,2850,0,0,0,0,1,0,2,8,1,4/3/17,4/3/17,1,1,0,1,1,0,0,0,1,1,0,0
6/12/12,1,1,1,40.72633924,-74.00101292,3,1,1,1,180,60,1260,5400,0,0,33.33333333,100,1,0,3,1125,6,12/28/15,9/5/16,0.37,1,0,1,1,0,0,0,1,1,0,0
9/17/15,2,2,2,40.72606871,-74.00166136,2,1,1,1,136,68,900,2995,0,0,75,150,1,0,1,1125,59,10/12/15,4/17/17,3.11,1,0,1,0,1,0,0,1,0,0,1
4/14/14,1,1,1,40.72209796,-74.00464377,2,1,1,1,125,62.5,750,3750,125,250,37.5,75,1,0,2,1125,2,7/25/15,10/9/15,0.09,1,0,1,0,1,0,0,1,0,0,1
5/19/15,1,1,1,40.72353557,-74.00313674,3,1,1,1,200,66.66666667,900,3400,100,300,25,75,1,0,1,1125,12,2/7/16,7/18/16,0.79,0,0,1,1,0,0,0,1,0,1,0
11/4/16,2,2,2,40.72786806,-74.00255669,2,1,1,1,70,35,490,2100,50,100,40,80,1,15,5,1125,2,2/23/17,3/24/17,0.85,0,0,1,0,1,0,0,1,0,0,1
11/23/15,1,1,1,40.7259077,-74.01019924,4,1,1,2,400,100,2800,12000,0,0,0,0,1,0,1,5,2,4/12/17,4/16/17,2,1,0,1,1,0,0,0,1,0,1,0
12/18/13,1,1,1,40.7203193,-73.99924541,4,1,1,2,275,68.75,1925,8250,0,0,18.75,75,1,0,2,1125,128,1/4/14,4/22/17,3.16,0,0,1,1,0,0,0,1,0,0,1
8/15/12,1,1,1,40.72381236,-73.99684183,5,2,2,3,595,119,4165,17850,0,0,70,350,2,0,2,12,44,3/26/13,1/11/17,0.88,1,0,1,1,0,0,0,1,0,0,1
5/3/16,1,1,1,40.72597646,-74.00277669,2,1,1,1,120,60,840,3600,50,100,25,50,1,0,1,1125,2,8/13/16,9/3/16,0.23,0,0,1,0,1,0,0,1,0,0,1
10/30/15,2,2,2,40.76388559,-73.97809114,1,1,1,1,200,200,1400,6000,150,150,50,50,1,0,1,1125,1,4/19/17,4/19/17,1,1,0,1,1,0,0,0,1,1,0,0
7/26/13,1,1,1,40.74245245,-73.9844988,4,1,1,2,226,56.5,1582,6780,62.5,250,15,60,3,25,1,1125,73,12/14/14,4/10/17,2.51,0,0,1,1,0,0,0,1,0,0,1
1/7/17,1,1,1,40.76283581,-73.97903974,3,1,1,1,175,58.33333333,1225,5250,0,0,20,60,1,0,2,1125,4,1/16/17,4/22/17,1.1,1,0,1,1,0,0,0,1,0,1,0
11/13/10,1,1,1,40.75383376,-73.96776728,4,1,2,2,170,42.5,1190,4760,100,400,20,80,2,15,4,20,5,12/24/13,1/1/17,0.12,0,0,1,1,0,0,0,1,0,0,1
5/13/14,2,2,2,40.75360398,-73.96648976,3,2,2,2,114,38,798,3420,0,0,0,0,1,0,3,4,1,3/19/17,3/19/17,0.64,1,0,1,1,0,0,0,1,1,0,0
4/15/16,1,1,1,40.75457462,-73.96547009,2,1,1,1,100,50,700,3000,125,250,9,18,1,0,2,1125,9,12/2/16,3/26/17,1.75,1,0,1,1,0,0,0,1,0,0,1
2/27/16,7,7,4,40.7512566,-73.96945351,6,1,2,3,225,37.5,1575,6750,0,0,0,0,1,0,2,7,6,7/7/16,3/18/17,0.6,1,0,1,1,0,0,0,1,0,0,1
5/8/15,3,3,3,40.74616737,-73.9865865,2,1,0,1,75,37.5,525,2250,100,200,37.5,75,2,0,1,1125,102,6/6/15,4/17/17,4.37,0,0,1,1,0,0,0,1,0,0,1
3/10/14,1,1,1,40.75605125,-73.97101916,2,1,1,1,100,50,700,3000,0,0,20,40,1,20,3,15,2,3/12/17,4/19/17,1.09,1,0,1,0,1,0,0,1,0,1,0
7/11/12,1,1,1,40.74644772,-73.98530391,4,1,1,2,239,59.75,1673,7170,125,500,17.5,70,2,30,4,1125,4,9/7/15,10/26/15,0.2,0,0,1,1,0,0,0,1,0,0,1
9/2/13,2,2,2,40.75531442,-73.97146809,3,1,1,2,140,46.66666667,980,4200,116.6666667,350,11.66666667,35,2,40,1,1125,13,11/2/15,5/17/16,0.71,0,0,1,0,1,0,0,1,0,0,1
12/19/15,1,1,1,40.74454384,-73.98193687,3,1,0,2,98,32.66666667,686,2940,50,150,13.33333333,40,1,0,3,1125,1,12/30/15,12/30/15,0.06,0,0,1,1,0,0,0,1,1,0,0
4/28/15,1,1,1,40.75877966,-73.96725328,2,1,1,1,150,75,1050,4500,0,0,35,70,1,0,3,14,5,9/14/15,4/16/17,0.25,1,0,1,1,0,0,0,1,0,1,0
7/1/14,1,1,1,40.76371354,-73.98203834,4,2,1,2,350,87.5,2450,10500,0,0,0,0,1,0,4,1125,2,12/28/15,11/26/16,0.12,1,0,1,1,0,0,0,1,0,0,1
3/15/15,1,1,1,40.7952349,-73.96326326,2,1,1,1,199,99.5,950,4000,100,200,0,0,1,0,6,1125,23,4/12/15,7/2/16,0.92,0,0,1,1,0,0,0,1,0,1,0
1/26/14,6,6,1,40.80008681,-73.96123375,4,1,2,2,239,59.75,1673,7170,112.5,450,30,120,1,0,5,1125,47,3/22/15,4/15/17,1.82,1,0,1,1,0,0,0,1,0,0,1
5/14/12,1,1,1,40.77549617,-73.98196587,4,1,1,2,274,68.5,1918,8220,0,0,25,100,2,25,1,360,2,4/29/17,4/30/17,2,1,0,1,1,0,0,0,1,0,0,1
5/29/16,1,1,1,40.77969009,-73.97737761,3,1,1,2,156,52,1092,4680,0,0,0,0,1,0,7,40,2,8/18/16,1/4/17,0.23,0,0,1,1,0,0,0,1,0,0,1
6/17/15,1,1,1,40.77960995,-73.98441476,2,1,1,1,135,67.5,945,4050,0,0,40,80,1,25,4,1125,5,4/17/16,5/2/17,0.39,0,0,1,0,1,0,0,1,0,1,0
5/17/14,1,1,1,40.80270893,-73.96852933,3,1,1,1,155,51.66666667,950,4650,100,300,26.66666667,80,2,50,4,1125,9,8/31/15,1/6/17,0.44,1,0,1,1,0,0,0,1,0,0,1
3/13/14,3,3,3,40.77650599,-73.97857612,2,1,2,1,142,71,994,2900,75,150,20,40,1,25,2,1125,36,5/4/15,4/16/17,1.48,1,0,1,0,1,0,0,1,0,1,0
5/18/15,1,1,1,40.78427447,-73.97798372,3,1,1,1,220,73.33333333,1540,6600,166.6666667,500,6.666666667,20,2,10,1,1125,2,3/19/17,4/17/17,1.3,1,0,1,1,0,0,0,1,0,1,0
3/24/14,1,1,1,40.78282878,-73.9839576,6,2,2,2,450,75,3150,9000,0,0,0,0,1,0,3,1125,1,8/2/15,8/2/15,0.05,1,0,1,1,0,0,0,1,0,1,0
9/10/13,1,1,1,40.7980559,-73.96085222,2,1,1,1,100,50,700,3000,50,100,17.5,35,1,0,2,1125,5,4/12/17,5/1/17,5,1,0,1,0,1,0,0,1,0,1,0
1/12/14,1,1,1,40.77087741,-73.9806052,2,1,0,1,140,70,980,4200,0,0,22.5,45,2,20,2,1125,2,8/16/15,12/1/15,0.1,1,0,1,1,0,0,0,1,1,0,0
2/9/15,1,1,1,40.7971149,-73.96290605,3,1,1,2,100,33.33333333,700,3000,0,0,6.666666667,20,1,0,2,1125,6,2/19/17,5/1/17,2.43,0,0,1,0,1,0,0,1,0,0,1
2/18/16,1,1,1,40.77958036,-73.97580619,5,1,1,2,199,39.8,1393,4500,50,250,10,50,2,25,2,1125,62,3/6/16,4/20/17,4.39,0,0,1,1,0,0,0,1,0,1,0
11/27/13,8,8,8,40.80105874,-73.95945833,1,1,1,1,49,49,343,1470,0,0,0,0,1,0,2,29,1,9/7/16,9/7/16,0.13,0,0,1,0,0,1,0,1,1,0,0
2/21/14,1,1,1,40.77101306,-73.95917447,3,1,1,2,169,56.33333333,1183,5070,0,0,8.333333333,25,1,0,1,1125,4,1/29/17,4/23/17,1.25,0,0,1,1,0,0,0,1,0,1,0
6/11/14,1,1,1,40.76266203,-73.95988709,3,1,1,3,195,65,1365,5850,166.6666667,500,40,120,1,0,3,1125,6,5/24/16,3/18/17,0.52,1,0,1,1,0,0,0,1,0,0,1
7/16/10,2,2,2,40.77456231,-73.95323162,4,1,1,1,99,24.75,693,2450,25,100,15,60,1,20,1,28,160,2/16/12,4/14/17,2.52,0,0,1,1,0,0,0,1,0,0,1
10/8/14,1,1,1,40.78416799,-73.94770185,4,1,2,3,90,22.5,730,2300,50.75,203,0,0,3,40,2,30,47,10/20/14,4/24/17,1.52,0,0,1,0,1,0,1,0,0,0,1
12/15/15,1,1,1,40.78422064,-73.95255508,2,1,1,1,67,33.5,469,2010,0,0,15,30,1,15,1,1125,50,1/4/16,4/14/17,3.08,0,0,1,0,1,0,0,1,0,0,1
3/25/13,1,1,1,40.77432192,-73.9578702,2,1,1,1,249,124.5,1743,6800,0,0,50,100,2,0,7,364,38,8/17/13,4/15/17,0.84,1,0,1,1,0,0,0,1,0,0,1
9/25/14,2,2,2,40.76168966,-73.95682266,2,1,1,2,175,87.5,1225,3600,0,0,52.5,105,2,50,2,120,87,11/3/14,4/29/17,2.86,0,0,1,1,0,0,0,1,0,0,1
10/22/15,2,2,2,40.78055101,-73.95095049,2,1,1,1,100,50,700,3000,0,0,0,0,1,0,7,12,1,1/1/17,1/1/17,0.25,1,0,1,0,1,0,0,1,0,0,1
12/19/15,1,1,1,40.77282169,-73.98080019,1,1,1,1,115,115,805,3450,0,0,0,0,1,0,10,10,1,6/9/16,6/9/16,0.09,1,0,1,0,1,0,0,1,1,0,0
12/15/14,1,1,1,40.79961302,-73.96042711,3,1,1,2,90,30,630,2700,0,0,16.66666667,50,1,0,2,1125,16,6/9/15,7/14/16,0.69,0,0,1,0,1,0,0,1,0,0,1
4/16/13,1,1,1,40.77344091,-73.98862946,4,2,2,2,250,62.5,1750,7500,0,0,25,100,1,0,1,1125,3,6/21/16,1/1/17,0.28,1,0,1,1,0,0,0,1,1,0,0
4/22/15,1,1,1,40.77893941,-73.98652636,12,3,4,9,800,66.66666667,5600,18500,41.66666667,500,25,300,10,50,1,1125,54,9/10/15,4/13/17,2.69,1,0,1,1,0,0,0,1,0,0,1
11/29/16,1,1,1,40.80060276,-73.96111269,6,1,2,3,250,41.66666667,1750,7500,58.33333333,350,8.333333333,50,2,25,2,1125,24,12/4/16,4/20/17,4.74,0,0,1,1,0,0,0,1,0,1,0
8/19/14,1,1,1,40.80285024,-73.9677192,2,2,1,1,60,30,400,1800,0,0,0,0,1,0,1,1125,8,1/3/16,3/16/17,0.49,0,0,1,0,1,0,0,1,0,0,1
5/16/15,1,1,1,40.79961086,-73.96653517,2,1,1,1,70,35,490,2100,0,0,0,0,1,0,15,1125,2,3/8/16,6/25/16,0.14,0,0,1,0,1,0,0,1,1,0,0
1/21/14,1,1,1,40.78641245,-73.97738768,1,1,1,1,65,65,455,1950,0,0,0,0,1,0,1,1125,2,1/5/16,1/8/16,0.12,1,0,1,0,1,0,0,1,1,0,0
8/5/15,1,1,1,40.79432535,-73.97333332,3,1,1,1,175,58.33333333,1225,5250,0,0,0,0,1,0,1,1125,5,8/21/15,11/19/15,0.24,1,0,1,1,0,0,0,1,1,0,0
4/29/14,1,1,1,40.78772986,-73.97304733,3,1,1,1,200,66.66666667,1400,3000,50,150,8.333333333,25,1,0,1,1125,8,6/19/16,2/12/17,0.75,1,0,1,1,0,0,0,1,0,1,0
10/1/13,1,1,1,40.79728075,-73.96914708,3,1,0,1,155,51.66666667,1085,4650,83.33333333,250,15,45,2,30,2,1125,1,4/30/17,4/30/17,1,1,0,1,1,0,0,0,1,0,1,0
7/15/14,1,1,1,40.79685946,-73.97494978,2,1,1,2,110,55,770,3300,0,0,0,0,1,0,4,1125,8,8/12/14,8/24/16,0.24,0,0,1,1,0,0,0,1,0,1,0
7/5/15,7,7,3,40.79636997,-73.96996423,2,1,1,1,65,32.5,455,1950,50,100,20,40,1,25,1,1125,19,2/22/16,4/13/17,1.3,0,0,1,0,0,1,1,0,1,0,0
1/15/16,1,1,1,40.77929372,-73.98513241,2,1,1,1,90,45,630,2700,50,100,12.5,25,1,20,3,30,14,1/27/16,4/30/17,0.91,1,0,1,0,1,0,0,1,0,1,0
11/6/16,1,1,1,40.80255252,-73.96368829,2,1,1,1,75,37.5,525,2250,0,0,0,0,1,0,2,1125,9,12/7/16,4/16/17,1.81,1,0,1,0,1,0,0,1,1,0,0
7/19/16,1,1,1,40.77743079,-73.9761641,5,2,2,3,325,65,2275,9750,50,250,25,125,3,10,3,1125,4,7/31/16,10/9/16,0.43,0,0,1,1,0,0,0,1,1,0,0
6/2/14,1,1,1,40.84918542,-73.94020535,2,1,1,1,75,37.5,442,2250,0,0,5,10,1,25,3,12,36,7/5/14,4/30/17,1.04,1,0,1,0,1,0,0,1,0,1,0
7/9/14,1,1,1,40.8363494,-73.94924637,4,1,1,1,96,24,672,2880,0,0,12.5,50,2,20,3,1125,5,1/3/16,12/28/16,0.31,0,0,1,1,0,0,0,1,0,1,0
9/26/16,1,1,1,40.83923018,-73.9455713,3,1,1,1,65,21.66666667,455,1950,0,0,8.333333333,25,1,30,1,1125,22,12/18/16,4/30/17,4.82,1,0,1,0,1,0,0,1,0,0,1
7/14/13,3,3,3,40.84690494,-73.94521991,4,1,1,2,75,18.75,525,2250,0,0,6.25,25,1,0,1,1125,9,7/10/14,4/24/17,0.26,0,0,1,0,1,0,0,1,0,1,0
10/27/14,2,2,2,40.85337005,-73.92989667,4,1,2,2,120,30,840,3600,75,300,7.5,30,2,10,3,39,1,6/8/16,6/8/16,0.09,1,0,1,1,0,0,0,1,1,0,0
8/1/15,3,3,3,40.83980355,-73.9384986,1,1,1,1,35,35,215,700,0,0,15,15,1,15,1,30,4,4/9/16,6/20/16,0.31,0,0,1,0,0,1,0,1,0,1,0
8/3/15,2,2,2,40.85076089,-73.93049238,1,1,1,1,45,45,262,924,0,0,15,15,1,20,4,8,10,8/12/15,10/27/16,0.47,1,0,1,0,1,0,0,1,1,0,0
9/5/16,1,1,1,40.83502907,-73.9416634,2,1,1,1,60,30,420,1800,50,100,7.5,15,1,20,1,28,7,9/16/16,4/30/17,0.91,0,0,1,0,1,0,0,1,0,1,0
1/19/16,1,1,1,40.85448829,-73.93390725,2,1,1,1,55,27.5,385,1650,0,0,12.5,25,1,15,1,14,17,9/20/16,4/23/17,2.25,0,0,1,0,1,0,0,1,0,0,1
9/1/15,1,1,1,40.83463146,-73.940001,1,1,1,1,35,35,245,1050,0,0,40,40,1,0,1,1125,20,5/11/16,2/27/17,1.67,0,0,1,0,0,1,0,1,0,1,0
4/20/11,1,1,1,40.84810228,-73.93585282,4,1,1,2,100,25,700,3000,0,0,18.75,75,1,0,3,1125,2,10/23/16,1/1/17,0.31,0,0,1,1,0,0,0,1,1,0,0
8/11/14,4,4,4,40.84971748,-73.93104122,2,1,1,1,85,42.5,595,2550,100,200,7.5,15,2,20,2,31,16,7/5/16,4/15/17,1.58,1,0,1,0,1,0,0,1,0,0,1
6/4/16,2,2,2,40.84275419,-73.94236383,2,1,1,1,45,22.5,315,1350,0,0,5,10,1,7,1,1125,1,7/21/16,7/21/16,0.1,1,0,1,0,1,0,0,1,0,0,1
7/5/16,1,1,1,40.84830065,-73.93458233,1,1,1,1,22,22,154,660,0,0,0,0,1,0,10,1125,3,7/21/16,11/9/16,0.31,1,0,1,0,0,1,0,1,0,1,0
7/15/14,1,1,1,40.80171441,-73.96622831,2,1,1,1,89,44.5,623,2670,0,0,12.5,25,1,0,2,1125,4,4/14/17,4/29/17,4,0,0,1,0,1,0,0,1,0,1,0
