Host Since,Host Listings Count,Host Total Listings Count,Calculated host listings count,Latitude,Longitude,Accommodates,Bathrooms,Bedrooms,Beds,Price,PersonPrice,Weekly Price,Monthly Price,PerSecurity,Security Deposit,PerCleaning,Cleaning Fee,Guests Included,Extra People,Minimum Nights,Maximum Nights,Number of Reviews,First Review,Last Review,Reviews per Month,Review Scores Rating,Property Type_Building,Property Type_Unit,Room Type_Entire home/apt,Room Type_Private room,Room Type_Shared room,Bed Type_Other,Bed Type_Real Bed,Cancellation Policy_flexible,Cancellation Policy_moderate,Cancellation Policy_strict
10/20/14,1,1,1,40.76367619,-73.99507375,2,1,1,1,150,75,1050,4500,0,0,12.5,25,1,0,2,4,11,7/24/16,1/1/17,1.16,0,0,1,1,0,0,0,1,0,1,0
1/25/14,1,1,1,40.76711901,-73.98637538,2,1,1,1,190,95,1330,5700,100,200,30,60,2,75,3,90,19,8/31/15,7/6/16,0.93,0,0,1,1,0,0,0,1,0,0,1
8/20/13,2,2,2,40.76437146,-73.99023903,4,1,1,2,250,62.5,1750,4000,125,500,36.25,145,2,25,1,1125,12,12/8/15,4/23/17,0.7,0,0,1,1,0,0,0,1,0,0,1
11/21/13,2,2,2,40.76635737,-73.98633569,2,1,1,1,79,39.5,553,2750,150,300,24.5,49,1,39,1,1125,115,12/10/13,4/26/17,2.78,0,0,1,0,1,0,0,1,0,0,1
1/11/14,1,1,1,40.83173028,-73.92824447,5,1,1,2,75,15,525,2250,100,500,2,10,2,30,1,31,6,3/5/17,4/23/17,3.05,1,0,1,0,1,0,0,1,0,0,1
5/4/15,1,1,1,40.86465969,-73.92214756,1,1,1,1,80,80,560,2400,0,0,25,25,1,25,2,15,9,5/19/15,12/21/16,0.38,0,0,1,0,1,0,0,1,1,0,0
12/7/10,1,1,1,40.86658089,-73.92557898,3,1,2,2,87,29,630,1385,66.66666667,200,16.66666667,50,1,10,6,160,12,6/2/13,1/5/17,0.25,1,0,1,0,1,0,0,1,0,0,1
11/23/12,1,1,1,40.8219832,-73.94385739,2,1,1,1,60,30,420,1800,0,0,0,0,2,30,3,1125,9,5/1/16,11/8/16,0.73,0,0,1,0,1,0,0,1,0,1,0
8/1/14,1,1,1,40.80581174,-73.95373901,5,1,2,2,100,20,615,2700,0,0,0,0,1,0,21,1125,1,8/31/15,8/31/15,0.05,1,0,1,1,0,0,0,1,0,0,1
6/5/16,1,1,1,40.80150606,-73.95345988,4,1,2,2,160,40,1120,4800,0,0,0,0,1,0,1,1125,3,6/23/16,8/4/16,0.28,0,0,1,1,0,0,0,1,1,0,0
11/27/15,1,1,1,40.82409665,-73.95259256,2,1,1,1,100,50,700,3000,0,0,0,0,1,0,3,7,1,3/28/16,3/28/16,0.07,1,0,1,0,1,0,0,1,1,0,0
4/13/13,1,1,1,40.81904473,-73.94325286,2,1,1,1,98,49,686,2940,0,0,15,30,2,42,3,1125,78,4/7/14,4/29/17,2.08,1,1,0,0,1,0,0,1,0,1,0
9/18/13,2,2,2,40.81781327,-73.94577471,6,1,1,3,150,25,1050,4500,41.66666667,250,16.66666667,100,4,25,2,1125,77,5/10/14,4/29/17,2.12,0,1,0,0,1,0,0,1,0,0,1
3/26/16,1,1,1,40.80970114,-73.94256019,2,1,2,1,125,62.5,875,3750,0,0,0,0,1,0,3,30,14,4/5/16,1/2/17,1.06,0,0,1,1,0,0,0,1,0,1,0
10/7/10,5,5,5,40.81332591,-73.94453123,4,1,1,3,120,30,900,3750,50,200,12.5,50,2,25,5,335,78,6/8/11,5/2/17,1.08,0,0,1,1,0,0,0,1,0,1,0
6/18/15,2,2,2,40.82355546,-73.94914799,1,1,1,1,33,33,231,990,200,200,80,80,1,200,2,20,1,1/6/17,1/6/17,0.25,1,0,1,0,1,0,1,0,0,0,1
8/11/13,1,1,1,40.79988954,-73.95611374,2,1,1,1,60,30,420,1800,50,100,0,0,1,0,3,1125,2,12/16/16,1/4/17,0.43,0,0,1,0,1,0,0,1,0,1,0
5/21/13,2,2,1,40.80237321,-73.94871658,2,1,1,1,80,40,560,2400,0,0,32.5,65,1,15,1,10,4,8/26/15,10/26/15,0.19,1,0,1,0,1,0,0,1,0,0,1
7/26/13,1,1,1,40.81623274,-73.94906668,3,1,0,3,125,41.66666667,800,3000,0,0,16.66666667,50,3,25,3,30,143,8/6/13,4/29/17,3.14,0,0,1,1,0,0,0,1,0,0,1
5/6/15,1,1,1,40.82362979,-73.95284979,2,1,1,1,65,32.5,455,1950,0,0,0,0,1,0,1,1125,6,12/15/16,3/27/17,1.28,0,0,1,0,1,0,0,1,1,0,0
12/5/15,2,2,2,40.82391225,-73.93880632,3,1,1,2,75,25,525,2250,0,0,3.666666667,11,1,0,1,28,20,5/4/16,12/12/16,1.64,0,0,1,0,0,1,0,1,1,0,0
3/8/17,1,1,1,40.80858608,-73.94215987,5,1,2,3,149,29.8,1043,4470,0,0,18,90,2,15,2,31,3,4/1/17,4/17/17,2.65,0,0,1,1,0,0,0,1,0,0,1
11/15/12,2,2,2,40.81427421,-73.9508251,2,1,2,1,75,37.5,525,2250,0,0,50,100,1,15,5,1125,16,3/10/16,4/21/17,1.14,1,0,1,0,1,0,0,1,0,0,1
2/15/15,2,2,2,40.80916727,-73.95404712,5,1,2,2,250,50,1750,5200,100,500,13,65,4,75,2,1125,46,5/21/15,4/2/17,1.93,1,0,1,1,0,0,0,1,0,1,0
3/6/17,3,3,3,40.82012799,-73.93836925,3,1,1,1,58,19.33333333,406,1740,33.33333333,100,0,0,2,25,1,29,6,3/15/17,4/24/17,3.53,0,0,1,0,1,0,0,1,0,0,1
3/10/14,2,2,2,40.82214909,-73.95601392,6,1,2,4,193,32.16666667,1351,5790,50,300,15,90,4,25,4,28,38,10/12/15,4/26/17,2,1,0,1,1,0,0,0,1,0,0,1
11/3/16,2,2,2,40.83068803,-73.94779395,2,2,1,1,69,34.5,483,2070,0,0,7.5,15,1,0,3,1125,18,12/8/16,5/2/17,3.65,1,0,1,0,1,0,0,1,1,0,0
5/12/16,1,1,1,40.80829664,-73.95197536,4,1,1,1,130,32.5,910,3900,0,0,5,20,2,30,1,30,38,5/23/16,5/1/17,3.29,0,0,1,1,0,0,0,1,0,0,1
10/31/13,2,2,2,40.81585913,-73.94116507,4,1,0,2,129,32.25,899,3276,37.5,150,17.25,69,1,0,5,27,30,12/9/14,4/25/17,1.03,0,0,1,1,0,0,0,1,0,0,1
6/29/12,4,4,2,40.8005054,-73.95696583,1,1,1,1,80,80,560,2400,0,0,150,150,1,60,5,21,1,4/17/17,4/17/17,1,0,0,1,0,1,0,0,1,0,0,1
12/1/12,4,4,4,40.82237731,-73.95533675,2,1,1,1,75,37.5,525,1300,0,0,17.5,35,1,20,3,180,21,1/3/13,12/13/16,0.4,0,0,1,0,1,0,0,1,0,0,1
10/25/14,1,1,1,40.80479341,-73.95289597,2,1,0,1,115,57.5,805,3450,150,300,37.5,75,1,50,1,15,8,4/27/15,4/12/16,0.32,0,0,1,1,0,0,0,1,0,0,1
2/26/14,1,1,1,40.80267102,-73.95422133,6,1,2,2,120,20,840,3600,33.33333333,200,13.33333333,80,2,15,12,1125,10,9/1/16,4/17/17,1.22,0,0,1,1,0,0,0,1,0,0,1
4/23/15,3,3,3,40.8072886,-73.95137523,2,2,1,1,80,40,630,3150,125,250,22.5,45,2,25,3,35,47,7/26/15,4/19/17,2.17,0,0,1,0,1,0,0,1,0,0,1
6/12/12,16,16,1,40.82177984,-73.94339921,8,1,3,4,175,21.875,1225,5250,0,0,12.375,99,4,25,1,1125,116,8/23/14,4/10/17,3.53,0,0,1,1,0,0,0,1,0,0,1
11/21/13,1,1,1,40.8095126,-73.9409509,2,1,1,1,50,25,350,1500,200,400,17.5,35,1,10,3,1125,5,4/17/16,1/7/17,0.39,0,0,1,1,0,0,0,1,0,0,1
4/10/12,1,1,1,40.8113618,-73.94088054,3,1,2,3,125,41.66666667,875,3750,83.33333333,250,16.66666667,50,1,25,2,30,25,8/13/16,4/16/17,2.83,0,1,0,1,0,0,0,1,0,0,1
10/24/16,2,2,2,40.82086722,-73.95380847,1,2,1,1,51,51,357,1530,0,0,20,20,1,0,1,1125,19,11/7/16,4/29/17,3.18,1,0,1,0,1,0,0,1,0,0,1
11/23/14,1,1,1,40.80736477,-73.95143846,2,1,1,1,50,25,350,1500,0,0,0,0,1,0,1,1125,36,6/27/16,5/2/17,3.46,1,0,1,0,1,0,0,1,0,0,1
5/14/10,1,1,1,40.79946379,-73.95125205,2,1,1,1,64,32,448,1225,75,150,7.5,15,1,20,3,1125,25,5/20/16,3/19/17,2.14,0,0,1,0,1,0,1,0,0,0,1
3/11/16,2,2,2,40.83155095,-73.94489139,2,1,1,1,65,32.5,455,1950,0,0,25,50,1,15,30,90,3,5/11/16,10/29/16,0.25,0,0,1,0,1,0,0,1,0,0,1
11/7/12,3,3,2,40.81380735,-73.94313736,7,2,2,5,350,50,2450,5500,71.42857143,500,17.14285714,120,6,50,3,180,55,2/17/13,4/8/17,1.07,1,0,1,1,0,0,0,1,0,0,1
4/13/15,2,2,2,40.82442172,-73.95202731,2,2,1,1,50,25,400,1500,0,0,17.5,35,1,10,20,90,5,6/20/16,4/2/17,0.47,0,0,1,0,1,0,0,1,0,0,1
11/16/10,1,1,1,40.75680553,-73.99710866,5,1,2,3,180,36,1260,5400,0,0,0,0,2,50,5,1125,99,2/26/13,4/3/17,1.94,0,0,1,1,0,0,0,1,0,0,1
2/15/17,1,1,1,40.76531999,-73.99258142,6,1,2,1,450,75,3150,13500,83.33333333,500,16.66666667,100,4,50,2,1125,12,2/27/17,4/13/17,5.37,1,0,1,1,0,0,0,1,0,0,1
5/16/15,2,2,2,40.76106288,-73.99147993,2,1,1,1,95,47.5,900,3500,100,200,28.5,57,2,30,4,1125,7,8/21/16,1/2/17,0.82,1,0,1,0,1,0,0,1,0,0,1
11/19/14,3,3,2,40.76556195,-73.99503521,4,1,2,2,300,75,2100,9000,0,0,15.5,62,1,0,3,1125,4,6/22/15,4/3/17,0.18,0,0,1,1,0,0,0,1,0,1,0
1/2/12,2,2,2,40.75826042,-73.98923485,5,1,2,2,400,80,2800,12000,20,100,14,70,1,0,7,1125,2,1/2/16,1/2/17,0.12,1,0,1,1,0,0,0,1,0,0,1
12/20/15,2,2,1,40.76144198,-73.99941593,2,1,1,1,125,62.5,875,3750,0,0,37.5,75,1,0,2,1125,2,2/19/17,4/24/17,0.8,0,0,1,0,1,0,0,1,1,0,0
11/7/14,3,3,3,40.76243776,-73.99137128,4,1,2,2,140,35,980,4200,0,0,25,100,1,0,7,45,2,4/12/17,4/23/17,2,0,0,1,1,0,0,0,1,0,0,1
9/10/15,2,2,2,40.76468341,-73.99160294,8,1,2,5,335,41.875,2345,10050,0,0,10,80,6,25,2,45,50,1/17/16,4/17/17,3.16,0,0,1,1,0,0,0,1,0,0,1
8/30/12,1,1,1,40.75926818,-73.99222564,3,1,1,2,189,63,1323,5670,33.33333333,100,0,0,2,30,5,10,14,11/29/14,6/2/16,0.47,0,0,1,1,0,0,0,1,0,0,1
4/25/14,1,1,1,40.7605218,-73.99114643,3,1,0,1,860,286.6666667,6020,25800,0,0,10,30,1,0,4,100,39,9/30/14,8/17/16,1.23,0,0,1,1,0,0,0,1,1,0,0
1/3/16,16,16,16,40.75918088,-73.99688797,2,1,1,1,150,75,1050,4500,0,0,0,0,1,0,1,90,34,6/27/16,3/28/17,3.26,0,0,1,1,0,0,0,1,0,0,1
1/29/15,1,1,1,40.76049792,-73.99455397,5,1,2,3,199,39.8,1393,5970,30,150,15,75,4,25,3,1125,28,7/11/16,4/25/17,2.81,0,0,1,1,0,0,0,1,0,0,1
6/30/13,3,3,3,40.81589672,-73.94648166,2,1,1,2,107,53.5,749,3210,75,150,25,50,2,0,4,27,35,6/21/16,5/2/17,3.3,1,1,0,1,0,0,0,1,0,1,0
9/3/13,3,3,2,40.82184453,-73.95030824,2,1,1,1,69,34.5,560,2070,0,0,0,0,2,0,2,29,76,9/6/13,4/30/17,1.71,0,0,1,0,1,0,0,1,0,1,0
6/1/14,1,1,1,40.82947798,-73.94836795,2,1,1,1,65,32.5,455,1950,0,0,0,0,1,0,3,1125,4,6/4/14,1/1/17,0.11,0,0,1,0,1,0,0,1,1,0,0
7/2/14,1,1,1,40.82638843,-73.94185783,4,1,1,2,135,33.75,945,4050,50,200,0,0,1,0,3,1125,3,1/6/15,9/8/15,0.11,0,0,1,1,0,0,0,1,0,1,0
7/19/09,1,1,1,40.82195912,-73.94187622,2,1,1,1,75,37.5,525,2250,0,0,12.5,25,1,25,1,1125,100,8/16/12,4/16/17,1.74,0,0,1,0,1,0,0,1,0,0,1
9/4/12,3,3,1,40.80876693,-73.94456195,4,1,2,2,105,26.25,735,3250,0,0,37.5,150,2,50,14,1125,2,1/12/16,1/9/17,0.13,1,0,1,1,0,0,0,1,0,0,1
7/23/15,1,1,1,40.81279172,-73.93809228,4,1,1,1,120,30,840,3600,0,0,7.5,30,2,20,3,14,1,1/4/17,1/4/17,0.25,0,0,1,1,0,0,0,1,0,0,1
8/17/15,2,2,2,40.76327879,-73.99347414,2,1,1,1,160,80,949,4800,0,0,30,60,1,0,3,1125,3,9/6/15,3/27/16,0.15,0,0,1,0,1,0,0,1,0,0,1
11/12/15,5,5,3,40.76372989,-73.99297376,2,1,1,1,80,40,560,2400,175,350,30,60,2,25,30,360,2,2/7/16,4/1/16,0.13,0,0,1,1,0,0,0,1,0,0,1
11/21/11,2,2,2,40.7640707,-73.98578685,2,1,1,1,97,48.5,679,2910,0,0,0,0,1,0,2,1125,25,12/27/15,4/18/17,1.52,0,0,1,0,1,0,0,1,0,0,1
1/15/16,1,1,1,40.71818998,-73.98837179,3,1,1,2,199,66.33333333,1393,5970,0,0,16.66666667,50,1,0,1,60,53,1/31/16,4/22/17,3.46,0,0,1,1,0,0,0,1,0,0,1
7/3/15,1,1,1,40.71843649,-73.98845191,5,1,1,3,250,50,1750,7500,60,300,20,100,2,25,2,1125,24,3/23/16,4/25/17,1.77,0,0,1,1,0,0,0,1,0,0,1
4/30/14,1,1,1,40.7213077,-73.99181966,9,1,3,4,432,48,3024,12960,55.33333333,498,4.222222222,38,4,38,1,1125,41,10/20/16,4/25/17,6.28,0,0,1,1,0,0,0,1,0,0,1
3/4/13,1,1,1,40.70994216,-73.99102654,4,1,1,1,160,40,1120,4800,0,0,25,100,3,0,5,90,19,9/15/13,4/13/17,0.43,0,0,1,1,0,0,0,1,0,0,1
9/30/13,3,3,2,40.71801802,-73.99105708,2,1,1,1,123,61.5,861,3690,0,0,5,10,1,15,2,1125,6,10/19/15,11/13/16,0.32,1,0,1,0,1,0,0,1,1,0,0
10/23/12,3,3,3,40.72049506,-73.98869585,4,1,2,2,450,112.5,3150,7000,150,600,25,100,4,25,2,200,8,4/18/15,10/30/16,0.32,0,0,1,1,0,0,0,1,0,0,1
12/8/14,1,1,1,40.71802977,-73.98579555,3,1,1,2,150,50,950,4500,0,0,23.33333333,70,3,0,4,1125,1,4/1/16,4/1/16,0.08,1,0,1,1,0,0,0,1,0,1,0
10/25/12,1,1,1,40.71334349,-73.98668254,3,1,1,2,99,33,693,2970,0,0,19.66666667,59,1,0,2,1125,3,4/7/17,4/30/17,3,0,0,1,0,1,0,0,1,1,0,0
1/8/12,3,3,3,40.71502599,-73.98929163,2,1,1,1,134,67,850,3087,0,0,75,150,1,45,2,10,3,12/5/14,6/23/15,0.1,1,0,1,0,1,0,0,1,0,0,1
9/20/13,1,1,1,40.71316076,-73.99160452,2,1,1,1,225,112.5,1575,2800,150,300,22.5,45,1,0,4,20,17,9/9/15,10/19/16,0.84,0,0,1,1,0,0,0,1,0,0,1
8/22/13,2,2,2,40.72072473,-73.98962721,4,1,2,2,249,62.25,1743,7470,0,0,24.75,99,4,25,1,90,60,2/29/16,4/30/17,4.17,0,0,1,1,0,0,0,1,0,0,1
1/24/10,2,2,1,40.71851207,-73.98892346,4,1,2,3,285,71.25,1995,4875,125,500,25,100,2,25,5,1125,57,4/3/10,3/6/17,0.66,0,0,1,1,0,0,0,1,0,0,1
10/23/12,3,3,2,40.71426115,-73.98944102,3,1,2,2,160,53.33333333,1120,4800,0,0,0,0,3,25,3,1125,3,1/5/16,8/14/16,0.19,0,0,1,1,0,0,0,1,1,0,0
3/15/12,1,1,1,40.87039382,-73.9161073,1,1,1,1,100,100,700,2500,0,0,50,50,1,40,1,14,15,5/1/12,9/29/15,0.25,0,0,1,0,1,0,1,0,1,0,0
4/12/15,2,2,2,40.86060401,-73.92914562,2,1,1,1,40,20,280,1200,0,0,0,0,1,25,1,1125,44,3/25/16,1/2/17,3.25,0,0,1,0,1,0,0,1,0,0,1
2/26/15,9,9,3,40.74181703,-73.98081636,8,1,1,6,400,50,2800,12000,0,0,0,0,4,20,1,1125,2,10/7/16,4/9/17,0.28,1,1,0,0,1,0,0,1,0,0,1
9/11/11,1,1,1,40.74741615,-73.97723611,4,1,2,2,229,57.25,1603,6870,0,0,0,0,1,0,3,1125,1,3/23/16,3/23/16,0.07,0,0,1,1,0,0,0,1,0,1,0
6/8/15,1,1,1,40.74797903,-73.98139918,2,1,1,1,200,100,1400,6000,0,0,35,70,1,0,1,1125,1,6/21/15,6/21/15,0.04,1,0,1,0,1,0,1,0,0,1,0
8/10/14,1,1,1,40.74795779,-73.97949071,2,1,1,1,103,51.5,721,3090,47.5,95,2.5,5,1,0,1,3,3,8/3/16,8/25/16,0.33,1,0,1,0,0,1,1,0,1,0,0
6/27/16,1,1,1,40.74816201,-73.97725727,2,1,0,2,125,62.5,875,3750,60,120,20,40,1,0,1,5,3,7/24/16,10/2/16,0.31,1,0,1,1,0,0,0,1,1,0,0
9/7/11,4,4,3,40.74926013,-73.97606523,8,2,3,5,650,81.25,4550,19500,50,400,18.75,150,6,25,3,1125,5,3/24/17,4/23/17,3.49,1,0,1,1,0,0,0,1,0,1,0
12/7/15,23,23,9,40.74675594,-73.97681771,4,1,1,2,115,28.75,805,3450,50,200,30,120,1,0,30,1125,1,12/7/16,12/7/16,0.2,0,0,1,1,0,0,0,1,0,0,1
10/10/16,1,1,1,40.74653682,-73.97221895,3,1,1,1,200,66.66666667,1400,6000,0,0,33.33333333,100,1,0,3,35,1,10/20/16,10/20/16,0.15,0,0,1,1,0,0,0,1,1,0,0
1/8/14,1,1,1,40.75026894,-73.97929142,3,1,2,2,200,66.66666667,1400,6000,0,0,66.66666667,200,3,50,1,1125,1,5/5/16,5/5/16,0.08,1,0,1,1,0,0,0,1,1,0,0
5/30/13,3,3,3,40.7595103,-73.92821382,2,1,1,1,59,29.5,413,1770,0,0,7.5,15,2,0,3,30,21,1/17/16,3/10/17,1.33,0,0,1,0,1,0,0,1,0,0,1
5/5/15,1,1,1,40.71511358,-73.98647299,3,1,1,2,200,66.66666667,1400,5000,66.66666667,200,26.66666667,80,2,25,5,30,1,1/3/17,1/3/17,0.25,1,0,1,1,0,0,0,1,0,0,1
5/18/13,1,1,1,40.71309206,-73.99227363,1,1,1,1,63,63,441,1890,0,0,5,5,1,15,1,30,6,4/2/17,4/29/17,5.45,1,0,1,0,1,0,0,1,1,0,0
8/17/15,1,1,1,40.7190863,-73.99028485,2,1,1,2,132,66,924,3960,175,350,30,60,1,30,1,1125,26,9/26/15,12/12/16,1.33,0,0,1,1,0,0,0,1,0,0,1
10/27/14,2,2,2,40.72138596,-73.99065673,1,1,1,1,99,99,600,2000,0,0,0,0,1,0,3,1125,5,8/4/15,8/21/16,0.23,1,0,1,0,1,0,0,1,1,0,0
8/14/12,9,9,1,40.72115915,-73.99123961,4,1,2,2,250,62.5,1750,4900,0,0,25,100,4,100,30,150,3,4/4/16,12/8/16,0.23,1,0,1,1,0,0,0,1,1,0,0
10/13/16,1,1,1,40.7482793,-73.98400614,3,1,1,2,139,46.33333333,973,4170,0,0,21.66666667,65,1,0,1,1125,3,11/15/16,2/5/17,0.53,1,0,1,0,1,0,0,1,0,0,1
3/27/14,1,1,1,40.76697064,-73.98209101,2,1,1,1,160,80,1120,4800,0,0,0,0,1,0,1,360,1,5/4/17,5/4/17,1,0,0,1,0,1,0,0,1,1,0,0
9/2/13,2,2,2,40.75605641,-73.97108339,3,1,1,2,150,50,1050,4500,0,0,0,0,1,0,2,1125,2,12/27/15,2/15/16,0.12,1,0,1,0,1,0,0,1,1,0,0
1/30/12,1,1,1,40.7502295,-73.98293153,3,2,2,2,299,99.66666667,2093,6000,0,0,50,150,1,0,10,1125,5,9/28/13,4/2/15,0.11,1,0,1,1,0,0,0,1,0,0,1
4/15/15,1,1,1,40.7570085,-73.96804088,2,1,1,1,65,32.5,455,1950,0,0,0,0,1,20,1,3,4,2/8/17,3/12/17,1.41,0,0,1,0,0,1,0,1,0,1,0
7/30/15,1,1,1,40.7612748,-73.97208891,6,2,2,4,599,99.83333333,4193,17970,50,300,16.5,99,4,45,2,1125,44,12/26/15,4/28/17,2.67,0,0,1,1,0,0,0,1,0,0,1
1/10/16,1,1,1,40.75419343,-73.97912895,2,1,1,1,179,89.5,1253,5370,150,300,12.5,25,1,40,2,1125,1,4/16/17,4/16/17,1,1,0,1,0,1,0,0,1,0,1,0
5/12/12,1,1,1,40.72232343,-73.98686079,3,1,1,2,105,35,735,3150,0,0,6.666666667,20,2,0,4,60,29,10/21/12,12/30/16,0.53,0,0,1,1,0,0,0,1,0,1,0
6/11/16,1,1,1,40.72177604,-73.99219889,2,1,1,1,295,147.5,2065,8850,0,0,50,100,1,0,2,1125,1,10/22/16,10/22/16,0.16,1,0,1,1,0,0,0,1,0,1,0
6/15/14,1,1,1,40.71826568,-73.98983098,2,1,1,1,180,90,1260,5400,0,0,47.5,95,1,0,3,1125,8,6/24/16,1/18/17,0.76,1,0,1,1,0,0,0,1,0,1,0
8/5/11,1,1,1,40.7181908,-73.99217762,4,1,1,2,220,55,550,6600,0,0,10,40,2,20,1,1125,17,1/5/16,4/25/17,1.05,1,0,1,1,0,0,0,1,0,1,0
7/13/12,1,1,1,40.7197812,-73.9906348,2,1,1,1,122,61,854,3660,55.5,111,25,50,2,0,3,1125,41,8/9/15,12/12/16,1.94,0,0,1,1,0,0,0,1,0,0,1
6/11/14,3,3,3,40.71863167,-73.98957688,2,1,1,1,40,20,280,1200,0,0,12.5,25,1,15,4,1125,5,1/17/17,4/9/17,1.4,1,0,1,0,1,0,0,1,0,1,0
12/26/15,1,1,1,40.73711043,-73.97731417,1,1,1,1,25,25,175,750,0,0,0,0,1,0,1,3,2,12/28/15,1/2/16,0.12,1,0,1,0,0,1,0,1,1,0,0
4/19/14,2,2,1,40.74265959,-73.97590155,2,1,1,1,95,47.5,665,2850,100,200,15,30,1,30,1,365,3,11/14/16,12/5/16,0.52,0,0,1,0,1,0,0,1,0,0,1
12/10/12,1,1,1,40.74051514,-73.97907191,4,2,2,2,650,162.5,4550,19500,0,0,37.5,150,4,70,4,1125,21,5/9/13,1/2/17,0.43,1,0,1,1,0,0,0,1,0,0,1
8/18/14,1,1,1,40.7383292,-73.98057746,2,1,1,1,71,35.5,497,2130,0,0,0,0,1,0,1,1125,4,11/10/15,1/5/16,0.22,0,0,1,0,1,0,0,1,1,0,0
11/20/13,2,2,2,40.71693065,-73.99803936,1,1,1,1,94,94,800,2820,300,300,50,50,1,30,2,90,10,8/29/15,12/11/16,0.49,0,0,1,0,1,0,0,1,1,0,0
10/13/15,1,1,1,40.71854741,-73.99790987,6,1,1,4,189,31.5,1323,5670,33.33333333,200,8.166666667,49,3,29,1,1125,93,10/20/15,4/2/17,4.96,0,0,1,1,0,0,0,1,0,0,1
3/6/16,3,3,3,40.75009246,-73.97849948,2,1,1,1,105,52.5,735,3150,75,150,10,20,1,5,1,1125,17,3/15/16,3/26/17,1.22,0,0,1,0,1,0,0,1,0,0,1
8/13/13,2,2,2,40.81121227,-73.95817892,6,1,2,2,200,33.33333333,1400,6000,33.33333333,200,4.166666667,25,1,0,7,365,1,1/3/17,1/3/17,0.25,1,0,1,1,0,0,0,1,0,1,0
7/5/11,1,1,1,40.80441292,-73.96409294,2,1,1,1,120,60,700,3600,250,500,50,100,1,0,2,1125,7,10/11/15,10/10/16,0.37,1,0,1,1,0,0,0,1,1,0,0
12/6/14,1,1,1,40.80760929,-73.95840672,2,1,1,1,115,57.5,685,3450,100,200,15,30,1,0,1,1125,1,12/27/16,12/27/16,0.23,1,0,1,1,0,0,0,1,1,0,0
11/12/15,1,1,1,40.80294169,-73.96007017,2,1,1,1,119,59.5,833,3570,0,0,10,20,1,40,2,1125,16,7/31/16,4/29/17,1.73,1,0,1,0,1,0,0,1,0,1,0
1/3/15,1,1,1,40.81348266,-73.95731608,3,1,1,2,68,22.66666667,476,2040,0,0,31.66666667,95,2,0,3,1125,3,1/30/17,4/23/17,0.94,1,0,1,1,0,0,1,0,0,1,0
5/26/16,1,1,1,40.72426435,-73.99534832,3,1,1,1,275,91.66666667,1925,8250,0,0,20,60,1,0,3,1125,6,7/21/16,3/24/17,0.63,0,0,1,1,0,0,0,1,0,1,0
9/5/11,2,2,2,40.72157765,-73.99394805,3,0,1,1,170,56.66666667,1190,3950,0,0,22.33333333,67,2,35,2,300,189,10/16/11,4/3/17,2.79,0,0,1,1,0,0,0,1,0,0,1
12/19/16,1,1,1,40.72194619,-73.99633805,4,1,1,2,147,36.75,1029,4410,87.5,350,25,100,2,25,1,1125,1,3/23/17,3/23/17,0.7,1,0,1,1,0,0,0,1,0,0,1
1/12/15,8,8,3,40.75828645,-73.9849845,4,1,2,2,58,14.5,406,1740,125,500,43.75,175,4,10,30,1125,3,3/15/15,11/19/16,0.12,0,0,1,1,0,0,0,1,0,0,1
7/23/16,1,1,1,40.75983551,-73.98739912,4,1,1,1,250,62.5,1750,7500,62.5,250,12.5,50,2,75,2,1125,8,8/18/16,4/16/17,0.93,1,0,1,1,0,0,0,1,0,1,0
7/11/16,1,1,1,40.75821524,-73.98664391,4,1,0,2,185,46.25,1295,5550,25,100,25,100,2,20,3,1125,8,9/13/16,4/4/17,1.03,1,0,1,1,0,0,1,0,0,0,1
12/28/13,1,1,1,40.75708204,-73.9896655,1,1,1,1,100,100,700,3000,0,0,0,0,1,0,1,15,236,10/17/14,4/20/17,7.61,1,0,1,0,1,0,0,1,0,1,0
1/12/15,8,8,3,40.75853431,-73.9843869,4,1,2,2,138,34.5,966,4140,125,500,37.5,150,1,0,30,1125,3,4/28/15,3/27/16,0.12,0,0,1,1,0,0,0,1,0,0,1
4/20/15,4,4,4,40.75699463,-73.98493328,4,1,1,1,140,35,980,4200,0,0,0,0,2,50,2,1125,35,12/31/15,4/29/17,2.14,0,0,1,0,1,0,0,1,0,0,1
8/4/15,3,3,1,40.76289299,-73.9843641,6,2,3,4,550,91.66666667,3850,16500,83.33333333,500,41.66666667,250,4,50,1,60,2,4/6/17,4/16/17,2,1,0,1,1,0,0,1,0,0,1,0
8/5/11,1,1,1,40.71360569,-74.01108894,6,2,2,2,800,133.3333333,5600,24800,0,0,20.83333333,125,4,100,7,31,1,1/2/15,1/2/15,0.04,1,0,1,1,0,0,0,1,0,0,1
6/25/14,1,1,1,40.71129704,-73.99442015,3,1,0,2,150,50,1050,4500,33.33333333,100,0,0,1,20,3,10,1,1/3/17,1/3/17,0.25,1,0,1,1,0,0,0,1,0,0,1
8/14/11,1,1,1,40.71100948,-73.99539935,4,2,2,2,160,40,1120,3500,125,500,0,0,3,30,5,364,4,9/3/12,4/18/17,0.07,0,0,1,1,0,0,0,1,0,1,0
6/19/13,2,2,2,40.71226496,-73.99416092,2,1,1,1,120,60,650,1750,100,200,10,20,1,15,1,1125,27,9/9/15,4/20/17,1.34,1,0,1,0,1,0,0,1,0,0,1
